Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
12.02.2021 7:00:00,001192*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,5859,5863,11,29,,40,,35,44.02,61,42.16,,,
12.02.2021 7:00:00,006381//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,19884,19887,49,41,,,,3,85,76,,,,
12.02.2021 7:00:00,006382//,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,23014,23015,54,51,,,,9.3,86,81,,,,
12.02.2021 7:00:00,006383//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,12579,12586,75,95,,50,,45.3,93,107,52,,,
12.02.2021 7:00:00,006384//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,15925,15929,105,65,,,,,,,,,,
12.02.2021 7:00:00,009887//,С770СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,6920,6956,138,218,,100,,37.1,136,208,99,,,
12.02.2021 7:00:00,009915//,С988АМ152,Автокраны до 16 тонн,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,19262,19262,,,,,,,,,,,,
12.02.2021 7:00:00,011109*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,41266,41302,289,273,36,,,36.6,22.59,52,33.97,,,
12.02.2021 7:00:00,"011308****""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,100481,100549,22,57,,50,,64.1,39.62,67,53,,,
12.02.2021 7:00:00,011325*,С517АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 15:00:00,34620,34693,177,162,73,,,67.6,,,,,,
12.02.2021 7:00:00,011518*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,6104,6104,,,,,,,,,,,,
12.02.2021 7:00:00,"011551****""",О016АВ152,АСМ,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,46658,46696,41,29,,,,34.9,41.35,25.52,,,,
12.02.2021 7:00:00,"011568****""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,89665,89709,129,207,,100,,43.4,109,179,99,,,
12.02.2021 7:00:00,"011697****""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,299914,299984,42,56,,30,,65.9,43.7,46.48,30.63,,,
12.02.2021 7:00:00,011776*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,110368,110411,16,44,,40,,38.8,14.56,40.21,37.59,,,
12.02.2021 7:00:00,"011780****""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,89854,89930,39,52,,30,,68.7,36.14,43.26,26.76,,,
12.02.2021 7:00:00,011788*,О079ХМ152,Гидравлические станции (мастерские),Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,28152,28161,34,26,,,,9.3,36.87,25.32,,,,
12.02.2021 7:00:00,011817*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,63828,63828,,,,,,,,,,,,
12.02.2021 7:00:00,014078//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,389300,389374,30,43,,30,,61.3,28.68,39.77,32.68,,,
12.02.2021 7:00:00,014444//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,386756,386776,22,45,,30,,19.2,21.69,44.93,30.64,,,
12.02.2021 7:00:00,014485//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,333668,333727,17,33,,30,,56.2,25,38.53,30,,,
12.02.2021 7:00:00,014642//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,83459,83506,31,22,,,,44.8,31.98,19.5,,,,
12.02.2021 7:00:00,014643//,С315ВО152,Подпиточные машины,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,4661,4661,,,,,,,,,,,,
12.02.2021 7:00:00,014644//,О173АК152,АСМ,Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,40807,40827,73,61,,,,17.8,86,73,,,,
12.02.2021 7:00:00,014645//,О082ХМ152,Гидравлические станции (мастерские),Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,20072,20093,41,31,,,,20.2,48.33,40.31,,,,
12.02.2021 7:00:00,014646//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,29879,29902,24,23,,,,22.2,72,69,,,,
12.02.2021 7:00:00,014646//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,29879,29902,533,521,23,,,22.2,72,69,,,,
12.02.2021 7:00:00,014647//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 7:00:00,12.02.2021 19:00:00,35020,35037,74,66,,,,16.1,,,,,,
12.02.2021 7:10:00,"011535***""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:10:00,12.02.2021 19:50:00,26037,26091,18,17,,,,50.9,70,72,,,,
12.02.2021 7:10:00,"011535***""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:10:00,12.02.2021 19:50:00,26037,26091,142,124,54,,,50.9,70,72,,,,
12.02.2021 7:15:00,"011540****""",Р716СЕ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:15:00,12.02.2021 17:30:00,29361,29404,115,193,,100,,41.2,85,160,98,,,
12.02.2021 7:20:00,"011724***""",О221ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,12.02.2021 7:20:00,12.02.2021 15:00:00,23527,23560,23,71,,60,,32.4,52,98,60,,,
12.02.2021 7:20:00,014625//,Р358РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:20:00,12.02.2021 17:00:00,18984,19001,132,126,17,,,17,28,28.33,,,,
12.02.2021 7:30:00,000080*,С121АМ152,Автобусы,Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,8755,8764,28,37,,10,,10.3,,,,,,
12.02.2021 7:30:00,000080*,С121АМ152,Автобусы,Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,8755,8764,306,301,9,,,10.3,,,,,,
12.02.2021 7:30:00,000435**,С780СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 18:10:00,5551,5599,82,59,,,,48.5,120,94,,,,
12.02.2021 7:30:00,"000438****""",С730ЕК52,Автокраны до 16 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,124057,124057,,,,,,,,,,,,
12.02.2021 7:30:00,"000440****""",К817НС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,100880,100934,25,54,,40,,51.9,49,56,,,,
12.02.2021 7:30:00,"000445****""",Р027ТК152,Автокраны до 25 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,10173,10173,,,,,,,,,,,,
12.02.2021 7:30:00,000958*,62-75НК52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,3597,3601,68,57,,,,9.3,74,61,,,,
12.02.2021 7:30:00,"001085***""",7192НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 19:00:00,11318,11328,77,33,,,,19.2,89,51,,,,
12.02.2021 7:30:00,001088*,0651НУ52,Тракторы с навесным оборудованием (щетка),Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,438,440,157,151,,,,7.9,57,50,,,,
12.02.2021 7:30:00,001094*,7415АА52,Тракторы с навесным оборудованием (рубильная),Водитель,12.02.2021 7:30:00,12.02.2021 16:30:00,854,854,,,,,,,,,,,,
12.02.2021 7:30:00,"001127****""",2046НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,1215,1220,23,69,,70,,28.1,38.02,81,69,,,
12.02.2021 7:30:00,"001141****""",2045НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,898,900,116,106,,,,15.1,116,104,,,,
12.02.2021 7:30:00,"001145****""",7894АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 18:00:00,2478,2486,71,32,,,,26.8,73,38.56,,,,
12.02.2021 7:30:00,001153*,5914НР52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,1896,1904,78,56,,,,15.3,81,64,,,,
12.02.2021 7:30:00,"001158****""",7895АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,2829,2836,40,56,,50,,8.9,67,96,52,,,
12.02.2021 7:30:00,"001186***""",2041АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,4509,4516,83,52,,,,18.4,77,56,,,,
12.02.2021 7:30:00,006298//,2044НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,813,819,90,61,,,,16.1,79,56,,,,
12.02.2021 7:30:00,006347//,3419АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,3822,3827,67,45,,,,9.4,38.43,21.37,,,,
12.02.2021 7:30:00,006372//,7193НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,5356,5360,38,98,,80,,27.1,40.3,98,84,,,
12.02.2021 7:30:00,006385//,3418АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,2443,2448,70,48,,,,5.4,110,87,,,,
12.02.2021 7:30:00,"009803****""",А131УВ152,Автокраны до 16 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,76714,76714,67,53,,,,,,,,,,
12.02.2021 7:30:00,009898//,К982РС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,121025,121033,90,84,,,,7.5,86,81,,,,
12.02.2021 7:30:00,010994*,К361ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,382754,382778,96,92,,,,22.4,37.04,19.12,,,,
12.02.2021 7:30:00,011360*,Р211СС152,АСМ,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,14853,14885,40,67,,40,,28.3,39.31,67,40.2,,,
12.02.2021 7:30:00,011401*,С939АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:10:00,9978,9988,117,111,10,,,9.9,12.11,10.62,,,,
12.02.2021 7:30:00,011478*,К359ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 15:20:00,143602,143643,32,22,,,,37.3,31.86,21.37,,,,
12.02.2021 7:30:00,011497*,Р454НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 16:20:00,28732,28778,59,78,,30,,45.1,4,16.31,28.7,,,
12.02.2021 7:30:00,011544*,Р077ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,16078,16099,48,42,,,,17.4,,,,,,
12.02.2021 7:30:00,"011548****""",Р221СС152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,29331,29436,164,119,,,,103,159,119,,,,
12.02.2021 7:30:00,011580/1,Р212СС152,АСМ,Водитель,12.02.2021 7:30:00,12.02.2021 10:30:00,13035,13035,,,,,,,,,,,,
12.02.2021 7:30:00,011587*,С482МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 16:30:00,15379,15492,92,137,,100,,113.2,96,148,94,,,
12.02.2021 7:30:00,"011594***""",С605РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,4405,4427,76,69,22,,,21.8,,,,,,
12.02.2021 7:30:00,011599*,Р033ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,17499,17578,27,68,,60,,81.7,,,,,,
12.02.2021 7:30:00,011610*,О840ХМ152,"Автофургон с электролабораторией г/м от 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,29570,29640,117,97,,,,70.7,55,36.04,,,,
12.02.2021 7:30:00,011638*,С340НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,7671,7719,125,108,48,,,48.3,,,,,,
12.02.2021 7:30:00,"011646****""",О800АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,37714,37744,42,33,,,,24.3,46.31,36.57,,,,
12.02.2021 7:30:00,011648*,С590РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,3267,3327,88,69,60,,,56.9,,,,,,
12.02.2021 7:30:00,011669*,О581УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 16:30:00,43290,43403,196,145,,,,112,176,133,,,,
12.02.2021 7:30:00,011674*,Р354РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,23207,23239,60,51,,,,34.1,19.38,10.12,,,,
12.02.2021 7:30:00,011678*,Р208РК152,"Автофургон с электролабораторией г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,38138,38209,64,44,71,,,68.7,45.52,35.9,,,,
12.02.2021 7:30:00,"011686****""",Р436НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,23393,23437,75,74,,,,43.2,18.4,18.8,,,,
12.02.2021 7:30:00,"011686****""",Р436НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,23393,23437,113,99,44,,,43.2,18.4,18.8,,,,
12.02.2021 7:30:00,011691*,Е103СА152,АСМ,Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,64058,64097,22,51,,50,,37.5,,,,,,
12.02.2021 7:30:00,011707*,С536АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 16:30:00,30940,30975,53,52,,,,34.9,21.59,22.88,,,,
12.02.2021 7:30:00,011707*,С536АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 16:30:00,30940,30975,172,161,35,,,34.9,21.59,22.88,,,,
12.02.2021 7:30:00,011714*,С352НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,11116,11132,70,66,,,,16.8,,,,,,
12.02.2021 7:30:00,"011718****""",Р342РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,14925,14947,74,68,,,,20.9,26.81,18.54,,,,
12.02.2021 7:30:00,011728*,С010РМ152,АСМ,Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,3528,3549,36,29,,,,20.9,43.87,36.92,,,,
12.02.2021 7:30:00,011743*,С358НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 18:30:00,5683,5711,95,86,28,,,29.2,,,,,,
12.02.2021 7:30:00,011754*,К364ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,106469,106493,22,15,,,,22.5,25.32,17.88,,,,
12.02.2021 7:30:00,"011765***""",О209ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,18125,18141,51,104,,60,,15.5,31.41,87,62,,,
12.02.2021 7:30:00,011772*,К358ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 7:30:00,12.02.2021 16:00:00,265192,265444,30,14,,30,,237.1,33.77,21.62,27.91,,,
12.02.2021 7:30:00,011792*,К534СЕ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:00:00,2806,2840,178,156,,,,32.5,165,142,,,,
12.02.2021 7:30:00,011803*,М701ВХ152,Бортовые а/м г/п до 10 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,24518,24518,,,,,,,,,,,,
12.02.2021 7:30:00,011807*,К539СЕ152,"Тягачи седельные 9-13,5м г/п до 20 тон",Водитель,12.02.2021 7:30:00,12.02.2021 13:00:00,90845,90849,222,214,,,,4.3,189,181,,,,
12.02.2021 7:30:00,011890*,Р061ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 17:30:00,11970,12021,57,56,,,,50.9,34.2,42.86,,,,
12.02.2021 7:30:00,011890*,Р061ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 17:30:00,11970,12021,89,73,51,,,50.9,34.2,42.86,,,,
12.02.2021 7:30:00,014116//,С968АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,12845,12873,19,18,,,,13.3,46.74,40.09,,,,
12.02.2021 7:30:00,014116//,С968АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,12845,12873,89,80,28,,,13.3,46.74,40.09,,,,
12.02.2021 7:30:00,014440//,К217ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,159191,159215,40,50,,20,,22.8,10.89,19.7,,,,
12.02.2021 7:30:00,014605//,С034АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,21854,21883,80,68,,,,29.1,123,108,,,,
12.02.2021 7:30:00,014641//,Р765СЕ152,АСМ,Водитель,12.02.2021 7:30:00,12.02.2021 15:30:00,10872,10892,16,71,,60,,20.5,20.62,73,59,,,
12.02.2021 7:35:00,"011799****""",Р038ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:35:00,12.02.2021 15:30:00,20298,20344,13,61,,60,,38.2,,,,,,
12.02.2021 7:40:00,"011458****""",С355НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:40:00,12.02.2021 15:10:00,8764,8802,60,48,38,,,35.6,,,,,,
12.02.2021 7:40:00,"011662****""",О191ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,12.02.2021 7:40:00,12.02.2021 15:30:00,30917,30963,57,42,,,,42.4,61,45.94,,,,
12.02.2021 7:40:00,"011813****""",Р064ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:40:00,12.02.2021 15:10:00,12040,12061,15,8,21,,,19.6,25,25.9,,,,
12.02.2021 7:45:00,"011421***""",Р996ОТ152,АСМ,Водитель,12.02.2021 7:45:00,12.02.2021 15:00:00,10858,10887,50,37,,,,30.3,82,65,,,,
12.02.2021 7:50:00,"010986****""",Р053ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 7:50:00,12.02.2021 18:30:00,20967,21008,123,133,,20,,41.3,93,90,,,,
12.02.2021 7:50:00,014554//,Р212ТН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 7:50:00,12.02.2021 15:00:00,23797,23867,145,113,,,,70,124,102,,,,
12.02.2021 8:00:00,"011659****""",С309НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 8:00:00,12.02.2021 15:10:00,6820,6860,39,38,,,,39.8,,,,,,
12.02.2021 8:00:00,"011659****""",С309НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 8:00:00,12.02.2021 15:10:00,6820,6860,132,117,40,,,39.8,,,,,,
12.02.2021 8:00:00,014421//,Р766ТК152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 8:00:00,12.02.2021 15:00:00,23037,23085,207,183,,,,45.5,187,162,,,,
12.02.2021 8:00:00,014429//,Р066ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,12.02.2021 8:00:00,12.02.2021 15:00:00,19485,19509,130,123,,,,22.3,,,,,,
12.02.2021 8:20:00,014578//,С587МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 8:20:00,12.02.2021 15:00:00,9941,10012,103,66,,,,70.2,111,75,,,,
12.02.2021 8:40:00,"011653***""",С990АМ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 8:40:00,12.02.2021 15:00:00,20596,20612,83,176,,100,,16,105,191,97,,,
12.02.2021 10:30:00,011580/2,Р212СС152,АСМ,Водитель,12.02.2021 10:30:00,12.02.2021 16:30:00,13035,13035,,,,,,,,,,,,
12.02.2021 19:00:00,"001045****""",6808НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,13034,13038,137,116,,,,32.5,128,102,,,,
12.02.2021 19:00:00,001165*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,8466,8466,,,,,,,,,,,,
12.02.2021 19:00:00,001191*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,5863,5863,,,,,,,,,,,,
12.02.2021 19:00:00,006386//,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,23015,23017,51,45,,,,16,82,75,,,,
12.02.2021 19:00:00,006387//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,12586,12592,95,69,,,,44.7,107,68,,,,
12.02.2021 19:00:00,006388//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,19887,19887,,,,,,,,,,,,
12.02.2021 19:00:00,006389//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,15929,15932,65,85,,50,,,,,,,,
12.02.2021 19:00:00,009916//,С988АМ152,Автокраны до 16 тонн,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,19262,19302,62,50,,,,39.4,124,104,,,,
12.02.2021 19:00:00,011330*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,41302,41337,13,42,,30,,34.3,52,34.39,,,13.41,
12.02.2021 19:00:00,011330*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,41302,41337,273,334,35,76.1,,34.3,52,34.39,,,13.41,
12.02.2021 19:00:00,"011570****""",О016АВ152,АСМ,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,46696,46706,29,13,,,,9.7,25.52,12.16,,,,
12.02.2021 19:00:00,011774*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,110411,110441,44,35,,,,27.7,39.96,32.68,,,,
12.02.2021 19:00:00,"011781****""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,89930,90010,52,35,,,,71.4,43.26,26.48,,,,
12.02.2021 19:00:00,011789*,О079ХМ152,Гидравлические станции (мастерские),Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,28161,28173,26,17,,,,12.2,25.32,19.25,,,,
12.02.2021 19:00:00,011818*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,6104,6104,,,,,,,,,,,,
12.02.2021 19:00:00,011819*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,63828,63828,,,,,,,,,,,,
12.02.2021 19:00:00,"011848****""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,89709,89709,,,,,,,,,,,,
12.02.2021 19:00:00,014448//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,386776,386792,45,37,,,,15.3,44.93,36.41,,,,
12.02.2021 19:00:00,014650//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,35037,35059,66,57,,,,21.6,,,,,,
12.02.2021 19:00:00,014652//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,83506,83579,22,40,,35,,70.5,19.44,39.25,37.06,,,
12.02.2021 19:00:00,014653//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,12.02.2021 19:00:00,13.02.2021 7:00:00,333727,333765,33,23,,,,35.9,38.53,28.79,,,,
