Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
18.03.2021 7:30:00,031465*,Р077ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,16664,16664,,,,,,21.6,,,,,,
18.03.2021 7:30:00,031482*,С340НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,8841,8881,33,32,,,,40.5,,,,,,
18.03.2021 7:30:00,031482*,С340НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,8841,8881,71,56,40,,,40.5,,,,,,
18.03.2021 7:30:00,031492*,Р033ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,19054,19129,38,79,,60,,80,,,,,,
18.03.2021 7:30:00,031508*,Р354РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,24357,24417,67,73,,20,,57.8,5.87,23.94,,,,
18.03.2021 7:30:00,031519*,О840ХМ152,"Автофургон с электролабораторией г/м от 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,30498,30532,138,126,,,,34,78,67,,,,
18.03.2021 7:30:00,031553*,Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 20:00:00,26106,26152,41,40,,,,45.1,,,,,,
18.03.2021 7:30:00,031553*,Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 20:00:00,26106,26152,117,97,46,,,45.1,,,,,,
18.03.2021 7:30:00,031558*,Р454НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 15:30:00,29629,29674,133,119,45,,,41.4,20.44,19.81,,,,
18.03.2021 7:30:00,031563*,Р208РК152,"Автофургон с электролабораторией г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,39732,39797,90,77,,,,65.8,51,38.11,,,,
18.03.2021 7:30:00,031568*,К218ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,101240,101282,27,45,,30,,40.4,9.2,28.09,29.85,,,
18.03.2021 7:30:00,031573*,О209ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,18686,18722,18,58,,50,,42,34.89,76,52,,,
18.03.2021 7:30:00,031578*,С939АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:10:00,10433,10458,83,71,25,,,25.2,20.16,16.97,,,,
18.03.2021 7:30:00,031583*,С355НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:10:00,9858,9906,55,39,48,,,48.6,,,,,,
18.03.2021 7:30:00,031603*,Р436НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,24285,24322,71,70,,,,37.1,16.56,16.5,,,,
18.03.2021 7:30:00,031603*,Р436НВ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,24285,24322,72,106,37,50,,37.1,16.56,16.5,,,,
18.03.2021 7:30:00,031621*,М701ВХ152,Бортовые а/м г/п до 10 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,24530,24530,,,,,,,112,109,,,,
18.03.2021 7:30:00,491,6808НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,13381,13388,51,111,,90,,17.6,132,106,,,,
18.03.2021 7:40:00,"031504****""",Р064ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:40:00,18.03.2021 16:10:00,12609,12644,61,60,,,,34.2,31.2,31.75,,,,
18.03.2021 7:40:00,"031504****""",Р064ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:40:00,18.03.2021 16:10:00,12609,12644,38,24,35,,,34.2,31.2,31.75,,,,
18.03.2021 7:45:00,"031513***""",Р996ОТ152,АСМ,Водитель,18.03.2021 7:45:00,18.03.2021 16:00:00,11028,11049,87,67,,,,20.5,110,97,,,,
18.03.2021 8:00:00,"031588***""",К538СЕ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 8:00:00,18.03.2021 16:30:00,234520,234555,196,220,,50,,31.8,96,127,49.21,,,
18.03.2021 19:00:00,001325*,5914НР52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,1989,1989,,,,,,,,,,,,
18.03.2021 19:00:00,001843*,7193НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,5506,5509,68,53,,,,6.2,85,75,,,,
18.03.2021 19:00:00,001854*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,5961,5961,,,,,,,27.13,26.71,,,,
18.03.2021 19:00:00,006691//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,16143,16145,149,129,,,,7.3,197,183,,,,
18.03.2021 19:00:00,006702//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,12968,12971,134,121,,,,27.2,103,83,,,,
18.03.2021 19:00:00,006704*,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,20054,20055,65,62,,,,3.5,87,82,,,,
18.03.2021 19:00:00,006705*,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,23176,23176,,,,,,,,,,,,
18.03.2021 19:00:00,010046*,С988АМ152,Автокраны до 16 тонн,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,20139,20149,110,201,,100,,9.8,48.96,144,99,,,
18.03.2021 19:00:00,015212*,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,389029,389060,30,22,,,,30.5,40.96,33.13,,,,
18.03.2021 19:00:00,015465*,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,86234,86298,35,40,,20,,61.3,44.69,53,20.66,,,
18.03.2021 19:00:00,015536*,Р765СЕ152,АСМ,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,11833,11842,48,43,,,,9.3,51,46,,,,
18.03.2021 19:00:00,015635*,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,38052,38101,34,22,,,,48.6,,,,,,
18.03.2021 19:00:00,015636*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,32540,32562,17,16,,,,21.6,35.94,31.29,,,,
18.03.2021 19:00:00,015636*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,32540,32562,449,436,22,,,21.6,35.94,31.29,,,,
18.03.2021 19:00:00,015637*,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,42933,42965,69,55,,,,31,171,157,,,,
18.03.2021 19:00:00,015638*,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,338379,338390,23,18,,,,11.5,54,44.22,,,,
18.03.2021 19:00:00,015640*,О173АК152,АСМ,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,42598,42629,49,29,,,,29,49.69,36.46,,,,
18.03.2021 19:00:00,015643//,С315ВО152,Подпиточные машины,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,5602,5602,,,,,,0.2,,,,,,
18.03.2021 19:00:00,015644*,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,393561,393583,32,25,,,,12.7,47.12,34.14,,,,
18.03.2021 19:00:00,015645*,О082ХМ152,Гидравлические станции (мастерские),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,21189,21189,,,,,,,62,62,,,,
18.03.2021 19:00:00,031329*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,113417,113450,60,51,,,,35.4,49.81,40.28,,,,
18.03.2021 19:00:00,031344*,О079ХМ152,Гидравлические станции (мастерские),Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,29276,29276,,,,,,,79,77,,,,
18.03.2021 19:00:00,031392*,О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,92787,92823,159,140,,,,35.2,215,201,,,,
18.03.2021 19:00:00,031453*,О016АВ152,АСМ,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,48269,48311,24,70,,60,,39.7,16.84,65,61,,,
18.03.2021 19:00:00,031524*,К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,305555,305686,32,27,,25,,121.6,31.16,30.29,25.05,,,
18.03.2021 19:00:00,031540*,К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,95374,95467,28,11,,,,79,28.2,12,,,,
18.03.2021 19:00:00,031551*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,44534,44622,22,41,,20,,81.6,21.65,15.53,21.32,,,
18.03.2021 19:00:00,031551*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,44534,44622,165,232,88,100,,81.6,21.65,15.53,21.32,,,
18.03.2021 19:00:00,031636*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,6512,6512,,,,,,,,,,,,
18.03.2021 19:00:00,031637*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,18.03.2021 19:00:00,19.03.2021 7:00:00,63929,63929,,,,,,,,,,,,
19.03.2021 7:00:00,"001866***""",7193НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,5509,5517,53,53,,40,,10.5,75,100,39.64,,,
19.03.2021 7:00:00,001867*,5914НР52,Тракторы с навесным оборудованием (насос),Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,1989,1991,51,75,,30,,8.6,55,80,30.9,,,
19.03.2021 7:00:00,001975*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,5961,5963,19,8,,,,21.6,26.65,16.63,,,,
19.03.2021 7:00:00,006706//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,20055,20057,62,54,,,,8.6,83,77,,,,
19.03.2021 7:00:00,006707//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,16145,16148,129,99,,,,4.3,183,153,,,,
19.03.2021 7:00:00,010035//,К982РС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,19.03.2021 7:30:00,19.03.2021 15:30:00,122255,122322,45,31,,,,52.4,37.69,24.52,,,,
19.03.2021 7:00:00,010047,С988АМ152,Автокраны до 16 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,20149,20151,201,200,,,,2.1,144,141,,,,
19.03.2021 7:00:00,010048//,С770СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,8210,8280,142,210,,100,,70,156,218,98,,,
19.03.2021 7:00:00,010909*,О581УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 15:30:00,44859,44895,157,138,,,,35.9,166,149,,,,
19.03.2021 7:00:00,011937*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,44622,44676,232,210,54,,,60.3,11.56,48.29,38.99,,,
19.03.2021 7:00:00,013724//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,393583,393595,25,20,,,,1.1,34.14,29.03,,,,
19.03.2021 7:00:00,015521//,С315ВО152,Подпиточные машины,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,5602,5602,,,,,,,,,,,,
19.03.2021 7:00:00,015566//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,389060,389109,22,34,,25,,47.1,33.13,47.54,28.43,,,
19.03.2021 7:00:00,015654//,Р765СЕ152,АСМ,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,11842,11874,43,34,,,,36.1,46,33.53,,,,
19.03.2021 7:00:00,015655//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,86298,86307,40,38,,,,8.9,53,50,,,,
19.03.2021 7:00:00,015656//,О082ХМ152,Гидравлические станции (мастерские),Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,21189,21189,,,,,,,,,,,,
19.03.2021 7:00:00,015658//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,338390,338404,18,16,,,,12.9,44.22,39.73,,,,
19.03.2021 7:00:00,015659//,О173АК152,АСМ,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,42629,42644,29,24,,,,12.3,36.46,28,,,,
19.03.2021 7:00:00,015661*,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,38101,38110,22,20,,,,8.9,,,,,,
19.03.2021 7:00:00,015668//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,42965,43045,55,20,,,,79.1,157,114,,,,
19.03.2021 7:00:00,030242*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,113450,113506,51,38,,,,47.2,40.4,29.25,,,,
19.03.2021 7:00:00,"030526***""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,95467,95512,11,43,,40,,40.5,11.94,40.35,36.38,,,
19.03.2021 7:00:00,"031068***""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,101486,101546,40,24,,,,4.4,44.21,31.21,,,,
19.03.2021 7:00:00,031323**,С517АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 15:00:00,35500,35579,67,66,,,,73,,,,,,
19.03.2021 7:00:00,031323**,С517АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 15:00:00,35500,35579,132,162,79,50,,73,,,,,,
19.03.2021 7:00:00,"031405****""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 19:50:00,27890,27967,63,62,,,,76.9,84,85,43.62,,,
19.03.2021 7:00:00,"031405****""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 19:50:00,27890,27967,73,49,77,,,76.9,84,85,43.62,,,
19.03.2021 7:00:00,"031449***""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,92823,92875,140,121,,,,51.2,201,179,,,,
19.03.2021 7:00:00,"031457***""",О016АВ152,АСМ,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,48311,48362,70,53,,,,48.8,65,49.48,,,,
19.03.2021 7:00:00,"031525***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,305686,305741,27,44,,30,,51.9,29.32,45.55,31.84,,,
19.03.2021 7:00:00,031593*,С358НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 15:30:00,6278,6348,99,112,70,30,,71.6,,,,,,
19.03.2021 7:00:00,031593*,С358НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 15:30:00,6278,6348,111,109,,,,71.6,,,,,,
19.03.2021 7:00:00,031609*,О079ХМ152,Гидравлические станции (мастерские),Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,29276,29288,48,41,,,,12.9,77,69,,,,
19.03.2021 7:00:00,"031626***""",О800АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 15:30:00,38825,38899,13,34,,35,,72.9,26.09,47.19,34.3,,,
19.03.2021 7:00:00,031638*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,63929,63929,,,,,,,,,,,,
19.03.2021 7:00:00,031639*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,19.03.2021 7:00:00,19.03.2021 19:00:00,6512,6512,,,,,,,,,,,,
